ORSPL,PLANT_NAME,rggi,Low_Income,PRIME_MOVER,Year,fuel
3559,Silas Ray,0,1,GT,2011,Natural Gas
3559,Silas Ray,0,1,IC,2011,Oil
3559,Silas Ray,0,1,ST,2011,
3559,Silas Ray,0,1,ST,2011,
3561,Bryan (TX),0,1,GT,2011,Natural Gas
3561,Bryan (TX),0,1,ST,2011,
3561,Bryan (TX),0,1,ST,2011,
3574,C E Newman,0,1,ST,2011,
3574,C E Newman,0,1,ST,2011,
3602,Ty Cooke,0,1,GT,2011,Natural Gas
3602,Ty Cooke,0,1,ST,2011,Natural Gas
3609,Leon Creek,0,1,GT,2011,Natural Gas
3609,Leon Creek,0,1,ST,2011,
3610,Mission Road,0,0,ST,2011,
3611,O W Sommers,0,0,ST,2011,Natural Gas
6181,J T Deely,0,0,ST,2011,Coal
7097,J K Spruce,0,0,ST,2011,Coal
3612,V H Braunig,0,1,GT,2011,Natural Gas
3612,V H Braunig,0,1,ST,2011,Natural Gas
7512,Arthur Von Rosenberg,0,1,CC,2011,Natural Gas
3613,W B Tuttle,0,1,ST,2011,
3624,Weatherford,0,1,IC,2011,
3628,R W Miller,0,0,GT,2011,Natural Gas
3628,R W Miller,0,0,ST,2011,Natural Gas
3631,Sam Rayburn,0,0,CC,2011,Natural Gas
3631,Sam Rayburn,0,0,GT,2011,Natural Gas
3631,Sam Rayburn,0,0,IC,2011,Oil
3631,Sam Rayburn,0,0,ST,2011,
3631,Sam Rayburn,0,0,ST,2011,
3644,Carbon,0,1,ST,2011,Coal
50951,Sunnyside Cogen Associates,0,1,ST,2011,Coal
3648,Gadsby,0,1,GT,2011,Natural Gas
3648,Gadsby,0,1,ST,2011,Natural Gas
3665,Bountiful City,0,1,GT,2011,Natural Gas
3665,Bountiful City,0,1,IC,2011,Natural Gas
3675,Hydro III,0,1,IC,2011,
3686,Provo,0,1,IC,2011,Natural Gas
3686,Provo,0,1,ST,2011,
3708,Ascutney,1,0,GT,2011,
3723,Rutland,1,0,GT,2011,Oil
3730,Newport Diesels,1,0,IC,2011,
3734,Berlin 5,1,0,GT,2011,Oil
3737,Essex Junction 19,1,0,IC,2011,Oil
3753,West Charleston,1,0,IC,2011,
3754,Burlington GT,1,0,GT,2011,Oil
3775,Clinch River,0,1,ST,2011,Coal
3776,Glen Lyn,0,1,ST,2011,Coal
52089,Celanese Acetate LLC,0,1,IC,2011,
52089,Celanese Acetate LLC,0,1,ST,2011,Coal
3785,Tasley,0,1,GT,2011,Oil
60235,Perdue Diesel Generation Facility,0,1,IC,2011,
60236,Onancock Diesel Generation Facility,0,1,IC,2011,
3796,Bremo Bluff,0,1,ST,2011,Coal
3797,Chesterfield,0,0,CC,2011,Natural Gas
3797,Chesterfield,0,0,ST,2011,Coal
50275,Park 500 Philip Morris USA,0,0,ST,2011,Coal
3799,Low Moor,0,1,GT,2011,Oil
3800,Northern Neck,0,1,GT,2011,Oil
3803,Chesapeake,0,0,GT,2011,Oil
3803,Chesapeake,0,0,ST,2011,Coal
3804,Possum Point,0,0,CC,2011,Natural Gas
3804,Possum Point,0,0,GT,2011,Oil
3804,Possum Point,0,0,ST,2011,Natural Gas
3809,Yorktown,0,0,ST,2011,Coal
3845,Transalta Centralia Generation,0,0,CC,2011,
3845,Transalta Centralia Generation,0,0,ST,2011,Coal
3853,Crystal Mountain,0,0,IC,2011,Oil
3920,Steam plant,0,1,ST,2011,
57099,WestRock (WA),0,1,ST,2011,Biomass
3935,John E Amos,0,0,ST,2011,Coal
3936,Kanawha River,0,1,ST,2011,Coal
3938,Philip Sporn,0,0,ST,2011,Coal
6264,Mountaineer,0,0,ST,2011,Coal
3942,FirstEnergy Albright,0,1,ST,2011,Coal
3943,FirstEnergy Fort Martin Power Station,0,0,ST,2011,Coal
56671,Longview Power Plant,0,0,ST,2011,Coal
3944,FirstEnergy Harrison Power Station,0,1,ST,2011,Coal
3945,FirstEnergy Rivesville,0,0,ST,2011,Oil
10151,Grant Town Power Plant,0,0,ST,2011,Coal
3946,FirstEnergy Willow Island,0,0,ST,2011,Coal
6004,FirstEnergy Pleasants Power Station,0,0,ST,2011,Coal
55349,Pleasants Energy LLC,0,0,GT,2011,Natural Gas
3947,Kammer,0,0,ST,2011,Coal
3948,Mitchell (WV),0,0,ST,2011,Coal
50491,PPG Natrium Plant,0,0,ST,2011,Coal
50491,PPG Natrium Plant,0,0,ST,2011,Coal
3954,Mt Storm,0,0,GT,2011,Oil
3954,Mt Storm,0,0,ST,2011,Coal
7537,North Branch (WV),0,0,ST,2011,
3982,Bay Front,0,0,ST,2011,Biomass
3982,Bay Front,0,0,ST,2011,Biomass
3984,Northern States Flambeau,0,1,GT,2011,Natural Gas
50620,Flambeau River Papers,0,1,ST,2011,Biomass
3991,Fitchburg,0,0,GT,2011,Natural Gas
3993,Sycamore (WI),0,1,GT,2011,Natural Gas
3996,Grimh,0,1,IC,2011,
4005,French Island,0,0,GT,2011,Oil
4005,French Island,0,0,ST,2011,Biomass
4014,Wheaton,0,0,GT,2011,Natural Gas
7863,Elk Mound,0,0,GT,2011,Natural Gas
4019,Danbury Dam,0,1,GT,2011,
4019,Danbury Dam,0,1,IC,2011,
55998,Danbury Diesel,0,1,GT,2011,
55998,Danbury Diesel,0,1,IC,2011,
4020,Frederic Diesel,0,1,IC,2011,
4021,Grantsburg Diesel,0,1,IC,2011,
4040,Port Washington Generating Station,0,0,CC,2011,Natural Gas
4040,Port Washington Generating Station,0,0,GT,2011,
4040,Port Washington Generating Station,0,0,ST,2011,
4042,Valley (WI),0,1,IC,2011,
4042,Valley (WI),0,1,ST,2011,Coal
59931,FCPC Renewable Generation,0,1,IC,2011,
4046,Point Beach Nuclear Plant,0,0,GT,2011,Oil
4048,Blackhawk,0,1,ST,2011,
4050,Edgewater,0,0,ST,2011,Coal
4054,Nelson Dewey Generating Station,0,0,ST,2011,Coal
4146,E J Stoneman Station,0,0,ST,2011,Biomass
4146,E J Stoneman Station,0,0,ST,2011,Biomass
4057,Rock River,0,0,GT,2011,Natural Gas
4057,Rock River,0,0,GT,2011,Natural Gas
4057,Rock River,0,0,ST,2011,
55641,Riverside Energy Center,0,0,CC,2011,Natural Gas
4059,Sheepskin,0,0,GT,2011,Natural Gas
4072,Pulliam,0,1,GT,2011,Natural Gas
4072,Pulliam,0,1,ST,2011,Coal
4076,West Marinette,0,1,GT,2011,Natural Gas
7799,West Marinette 34,0,1,GT,2011,Natural Gas
4100,Arcadia Electric,0,0,IC,2011,Oil
4102,Barron,0,1,IC,2011,Oil
4107,Cashton,0,0,IC,2011,Oil
4112,Cumberland (WI),0,1,IC,2011,
4113,Elroy,0,1,IC,2011,Oil
4114,Fennimore,0,1,IC,2011,Oil
4118,Kaukauna Gas Turbine,0,0,GT,2011,Natural Gas
55836,Island Street Peaking Plant,0,0,GT,2011,Natural Gas
56031,Fox Energy Center,0,0,CC,2011,Natural Gas
4124,La Farge,0,0,IC,2011,Oil
4125,Manitowoc,0,1,IC,2011,Natural Gas
4125,Manitowoc,0,1,ST,2011,Oil
4125,Manitowoc,0,1,ST,2011,Oil
4127,Menasha,0,1,IC,2011,
4127,Menasha,0,1,ST,2011,
4130,New Lisbon,0,1,IC,2011,Oil
4139,Viola,0,1,IC,2011,
4140,Alma,0,0,ST,2011,Coal
4140,Alma,0,0,ST,2011,Coal
4271,John P Madgett,0,0,ST,2011,Coal
4143,Genoa,0,0,ST,2011,Coal
4148,Washington Island,0,0,IC,2011,Oil
4150,Neil Simpson,0,1,ST,2011,Coal
6101,Wyodak,0,1,ST,2011,Coal
56319,Wygen 2,0,1,ST,2011,Coal
56596,Wygen III,0,1,ST,2011,Coal
4151,Osage (WY),0,1,ST,2011,
4158,Dave Johnston,0,0,ST,2011,Coal
4162,Naughton,0,0,ST,2011,Coal
56312,Shute Creek Facility,0,0,GT,2011,Natural Gas
4195,Powerlane Plant,0,0,IC,2011,Natural Gas
4195,Powerlane Plant,0,0,ST,2011,Natural Gas
4195,Powerlane Plant,0,0,ST,2011,Natural Gas
4251,Logan City,0,1,GT,2011,
4251,Logan City,0,1,IC,2011,
4256,Walnut,0,1,GT,2011,Natural Gas
56078,Walnut Energy Center,0,1,CC,2011,Natural Gas
4257,Easton 2,1,0,GT,2011,Oil
4257,Easton 2,1,0,IC,2011,Oil
4259,Endicott Station,0,1,IC,2011,Oil
4259,Endicott Station,0,1,ST,2011,Coal
4939,Barney M Davis,0,0,CC,2011,Natural Gas
4939,Barney M Davis,0,0,ST,2011,Natural Gas
4940,Riverside (OK),0,0,GT,2011,Natural Gas
4940,Riverside (OK),0,0,IC,2011,
4940,Riverside (OK),0,0,ST,2011,Natural Gas
55146,Green Country Energy LLC,0,0,CC,2011,Natural Gas
4941,Navajo,0,1,ST,2011,Coal
5083,Cumberland (NJ),1,1,GT,2011,Natural Gas
6002,James H Miller Jr,0,0,ST,2011,Coal
6009,White Bluff,0,0,ST,2011,Coal
6016,Duck Creek,0,1,ST,2011,Coal
6017,Newton,0,0,ST,2011,Coal
6018,East Bend,0,0,ST,2011,Coal
6021,Craig (CO),0,0,ST,2011,Coal
6025,Collins,0,0,ST,2011,
6030,Coal Creek,0,0,IC,2011,
6030,Coal Creek,0,0,ST,2011,Coal
6034,Belle River,0,0,GT,2011,Natural Gas
6034,Belle River,0,0,IC,2011,
6034,Belle River,0,0,ST,2011,Coal
55718,Dean,0,0,GT,2011,Natural Gas
6035,Greenwood (MI),0,0,GT,2011,Natural Gas
6035,Greenwood (MI),0,0,ST,2011,Natural Gas
6041,H L Spurlock,0,0,ST,2011,Coal
6042,Manatee,0,0,CC,2011,Natural Gas
6042,Manatee,0,0,ST,2011,Natural Gas
6046,DeBary,0,0,GT,2011,Natural Gas
6049,West Tisbury Generating Facility,1,0,IC,2011,Oil
6052,Wansley,0,0,CC,2011,
6052,Wansley,0,0,GT,2011,
6052,Wansley,0,0,ST,2011,Coal
7917,Chattahoochee Energy Facility,0,0,CC,2011,Natural Gas
7946,Wansley Unit 9,0,0,CC,2011,Natural Gas
55965,Wansley Combined Cycle,0,0,CC,2011,Natural Gas
6056,Kahului,0,0,ST,2011,Oil
10604,Hawaiian Comm & Sugar Puunene Mill,0,0,ST,2011,Biomass
6058,Cascade Creek,0,0,GT,2011,Natural Gas
6060,Coachella,0,1,GT,2011,Natural Gas
6063,Electrifarm,0,0,GT,2011,Natural Gas
6064,Nearman Creek,0,0,GT,2011,Natural Gas
6064,Nearman Creek,0,0,ST,2011,Coal
6065,Iatan,0,0,ST,2011,Coal
6068,Jeffrey Energy Center,0,0,ST,2011,Coal
6071,Trimble County,0,1,GT,2011,Natural Gas
6071,Trimble County,0,1,ST,2011,Coal
6074,Greenwood (MO),0,0,GT,2011,Natural Gas
6076,Colstrip,0,0,ST,2011,Coal
10784,Colstrip Energy LP,0,0,ST,2011,Coal
6077,Gerald Gentleman,0,0,ST,2011,Coal
6081,Stony Brook,1,0,CC,2011,Natural Gas
6081,Stony Brook,1,0,GT,2011,Oil
6081,Stony Brook,1,0,IC,2011,
6082,Somerset Operating Co LLC,1,1,ST,2011,Coal
6085,R M Schahfer,0,1,GT,2011,Natural Gas
6085,R M Schahfer,0,1,ST,2011,Coal
59260,"Hidden View Dairy, LLC",0,1,IC,2011,
6088,North Loop,0,0,GT,2011,Natural Gas
6089,Lewis & Clark,0,0,IC,2011,
6089,Lewis & Clark,0,0,ST,2011,Coal
57914,Sidney MT Plant,0,0,ST,2011,Coal
6092,Spirit Mound,0,0,GT,2011,Oil
6094,FirstEnergy Bruce Mansfield,0,0,ST,2011,Coal
6095,Sooner,0,0,ST,2011,Coal
6096,Nebraska City,0,0,ST,2011,Coal
6098,Big Stone,0,0,IC,2011,
6098,Big Stone,0,0,ST,2011,Coal
56244,State Auto Insurance,0,0,IC,2011,Oil
56274,Valley Queen Cheese,0,0,IC,2011,Oil
6112,Fort St Vrain,0,0,CC,2011,Natural Gas
6112,Fort St Vrain,0,0,GT,2011,Natural Gas
6113,Gibson,0,0,ST,2011,Coal
6137,A B Brown,0,0,GT,2011,Natural Gas
6137,A B Brown,0,0,ST,2011,Coal
6139,Welsh,0,0,ST,2011,Coal
6147,Monticello,0,1,ST,2011,Coal
6155,Rush Island,0,0,ST,2011,Coal
6156,New Haven Harbor,1,1,GT,2011,
6156,New Haven Harbor,1,1,ST,2011,Natural Gas
6165,Hunter,0,0,ST,2011,Coal
6166,Rockport,0,0,ST,2011,Coal
6178,Coleto Creek,0,0,ST,2011,Coal
6179,Fayette Power Project,0,0,ST,2011,Coal
56674,Winchester Power Park,0,0,GT,2011,Natural Gas
6180,Oak Grove (TX),0,0,ST,2011,Coal
7030,Major Oak Power,0,0,ST,2011,Coal
6190,Brame Energy Center,0,0,ST,2011,Coal
6194,Tolk,0,1,ST,2011,Coal
6195,John Twitty Energy Center,0,0,GT,2011,Natural Gas
6195,John Twitty Energy Center,0,0,ST,2011,Coal
6211,Dynegy Oakland Power Plant,0,0,GT,2011,Oil
6213,Merom,0,0,ST,2011,Coal
59255,Osprey Point RES,0,0,IC,2011,
6220,Durant,0,0,IC,2011,Oil
6223,Empire Energy Center,0,0,GT,2011,Natural Gas
6225,Jasper 2,0,0,ST,2011,Coal
6229,Mobile,0,0,IC,2011,Oil
6237,Pittsfield,0,1,IC,2011,
6238,Pearl Station,0,1,GT,2011,Oil
6238,Pearl Station,0,1,ST,2011,Coal
6246,Putnam,0,1,CC,2011,Natural Gas
6248,Pawnee,0,1,ST,2011,Coal
55127,Manchief Electric Generating Station,0,1,GT,2011,Natural Gas
6250,Mayo,0,0,ST,2011,Coal
6253,Germantown,0,0,GT,2011,Natural Gas
6254,Ottumwa,0,0,ST,2011,Coal
6257,Scherer,0,1,ST,2011,Coal
6281,Kodiak,0,0,IC,2011,Oil
6282,Port Lions,0,0,IC,2011,Oil
6283,Seldovia,0,0,IC,2011,Oil
6285,North Pole,0,0,CC,2011,Oil
6285,North Pole,0,0,CC,2011,Oil
6285,North Pole,0,0,GT,2011,Oil
6286,Fairbanks,0,1,GT,2011,Oil
6286,Fairbanks,0,1,IC,2011,
6288,Healy,0,0,IC,2011,Oil
6288,Healy,0,0,ST,2011,Coal
6292,Bernice Lake,0,0,GT,2011,Natural Gas
6292,Bernice Lake,0,0,GT,2011,Natural Gas
52184,Tesoro Kenai Cogeneration Plant,0,0,GT,2011,Natural Gas
54452,Agrium Kenai Nitrogen Operations,0,0,GT,2011,
54452,Agrium Kenai Nitrogen Operations,0,0,IC,2011,
55966,Nikiski Co-Generation,0,0,CC,2011,
55966,Nikiski Co-Generation,0,0,GT,2011,Natural Gas
6293,International,0,0,GT,2011,Natural Gas
57036,Southcentral Power Project,0,0,CC,2011,
6299,Unalakleet,0,1,IC,2011,Oil
6345,Shishmaref,0,1,IC,2011,Oil
57052,Savoonga,0,1,IC,2011,Oil
57055,Stebbins,0,1,IC,2011,Oil
57059,Koyuk,0,1,IC,2011,Oil
57060,Elim,0,1,IC,2011,Oil
57061,St. Michael,0,1,IC,2011,Oil
57062,Gambell,0,1,IC,2011,Oil
60260,Brevig Mission,0,1,IC,2011,
6301,Naknek,0,0,IC,2011,Oil
6304,Kotzebue,0,0,IC,2011,Oil
6323,Kiana,0,1,IC,2011,Oil
6330,Noorvik,0,1,IC,2011,Oil
6341,Selawik,0,1,IC,2011,Oil
57051,Noatak,0,1,IC,2011,Oil
57063,Shungnak,0,1,IC,2011,Oil
57065,Kivalina,0,1,IC,2011,Oil
60243,Ambler,0,1,IC,2011,
6333,Nunapitchuk,0,1,IC,2011,
57057,Quinhagak,0,1,IC,2011,Oil
57066,Kasigluk,0,1,IC,2011,Oil
57067,Toksook Bay,0,1,IC,2011,Oil
6369,Detour,0,1,IC,2011,Oil
6373,Rokeby,0,0,GT,2011,Natural Gas
6373,Rokeby,0,0,IC,2011,Oil
6390,Tangier,0,1,IC,2011,Oil
6391,Smith Island,1,1,IC,2011,Oil
6463,Ames GT,0,1,GT,2011,Oil
6463,Ames GT,0,1,GT,2011,Oil
6481,Intermountain Power Project,0,1,ST,2011,Coal
6504,Maalaea,0,0,CC,2011,Oil
6504,Maalaea,0,0,CC,2011,Oil
6504,Maalaea,0,0,IC,2011,Oil
6511,Fallon,0,0,IC,2011,
6514,Gabbs,0,0,IC,2011,
6515,Valencia,0,1,GT,2011,Natural Gas
6515,Valencia,0,1,GT,2011,Natural Gas
6516,Rocky Ford,0,1,IC,2011,Oil
6518,Kings Beach,0,1,IC,2011,Oil
6519,Vergennes 9,1,0,IC,2011,Oil
6521,Lahontan,0,0,IC,2011,
6524,Portola,0,1,IC,2011,
6530,Valley Road,0,1,IC,2011,
6533,Winnemucca,0,1,GT,2011,
6554,Waverly Municipal Electric North Plant,0,0,IC,2011,Natural Gas
7758,South Plant,0,0,IC,2011,Oil
6555,McGrath,0,1,IC,2011,Oil
6558,D G Hunter,0,1,IC,2011,
6558,D G Hunter,0,1,ST,2011,Natural Gas
6558,D G Hunter,0,1,ST,2011,Natural Gas
6559,George M Sullivan Generation Plant 2,0,0,CC,2011,Natural Gas
6559,George M Sullivan Generation Plant 2,0,0,GT,2011,Natural Gas
6565,Berlin,1,1,IC,2011,Oil
6566,Bethel,0,0,IC,2011,Oil
6567,Block Island,1,0,IC,2011,Oil
6579,Johnson,0,1,IC,2011,Oil
6584,Stock Island,0,0,GT,2011,Oil
6584,Stock Island,0,0,GT,2011,Oil
6584,Stock Island,0,0,IC,2011,Oil
6585,Commercial Street,1,0,IC,2011,
6586,Wilkins Station,1,0,IC,2011,Oil
6594,Rockport (MO),0,0,IC,2011,Natural Gas
6598,South Norwalk Electric,1,1,GT,2011,
6598,South Norwalk Electric,1,1,IC,2011,
6635,A L Pierce,1,0,GT,2011,Natural Gas
6635,A L Pierce,1,0,ST,2011,
50664,Covanta Wallingford Energy,1,0,ST,2011,Oil
55517,Wallingford Energy,1,0,GT,2011,Natural Gas
56256,"John Street 1, 3, 4 & 5",1,0,IC,2011,
6637,Yakutat,0,1,IC,2011,Oil
6641,Independence Steam Electric Station,0,1,ST,2011,Coal
6648,Sandow No 4,0,0,ST,2011,Coal
52071,Sandow No 5,0,0,ST,2011,Coal
6650,Mexico,0,0,GT,2011,
6651,Moberly,0,0,GT,2011,Oil
6652,Moreau,0,0,GT,2011,
6664,Louisa,0,1,ST,2011,Coal
6704,Pebbly Beach,0,0,GT,2011,
6704,Pebbly Beach,0,0,IC,2011,Oil
6706,Thibodaux,0,0,ST,2011,
6707,Naval Training Center,0,0,GT,2011,
10810,NTC/MCRD Energy Facility,0,0,CC,2011,Natural Gas
6741,Rock Lake CT,0,0,GT,2011,Oil
6761,Rawhide,0,0,GT,2011,Natural Gas
6761,Rawhide,0,0,ST,2011,Coal
6772,Hugo,0,0,ST,2011,Coal
6776,West Station (NJ),1,1,GT,2011,Oil
6801,Jarvis Street,0,0,IC,2011,Oil
6823,D B Wilson,0,0,ST,2011,Coal
7013,East 12th Street,0,1,IC,2011,
7013,East 12th Street,0,1,ST,2011,Natural Gas
7018,Chanute 3,0,1,IC,2011,Natural Gas
7028,Whitehead,0,0,IC,2011,
7032,Gravel Neck,0,1,GT,2011,Natural Gas
7032,Gravel Neck,0,1,GT,2011,Natural Gas
7063,McIntosh (AL),0,0,GT,2011,Natural Gas
7697,Washington County Cogeneration Facility,0,0,CC,2011,Natural Gas
7111,Heber City,0,0,IC,2011,Oil
7112,Centennial,0,1,IC,2011,
7119,Gladstone,0,0,GT,2011,Oil
7130,Puna,0,1,GT,2011,Oil
7130,Puna,0,1,ST,2011,Oil
7137,Grinnell,0,0,GT,2011,Natural Gas
7145,Pleasant Hill,0,0,GT,2011,Natural Gas
7985,Greater Des Moines,0,0,CC,2011,Natural Gas
7155,Lime Creek,0,0,GT,2011,
7158,Woodsdale,0,0,GT,2011,Natural Gas
55110,Madison,0,0,GT,2011,Natural Gas
7159,Concord,0,0,GT,2011,Natural Gas
7173,Barrow,0,0,GT,2011,Natural Gas
7173,Barrow,0,0,IC,2011,
7174,Gwitchyaa Zhee,0,1,IC,2011,Oil
7182,Aniak,0,1,IC,2011,Oil
57054,Upper Kalskag,0,1,IC,2011,Oil
7183,Newhalen,0,1,IC,2011,Oil
7185,Conoco,0,0,GT,2011,
7203,South Fond Du Lac,0,0,GT,2011,Natural Gas
7213,Clover,0,1,ST,2011,Coal
7232,Santa Clara Cogen,0,1,GT,2011,Natural Gas
54561,Jefferson Smurfit Santa Clara Mill,0,1,CC,2011,Natural Gas
56026,Donald Von Raesfeld Power Plant,0,1,CC,2011,Natural Gas
59074,"SC 1 Data Center, Phase 2",0,1,IC,2011,
7242,Polk,0,1,CC,2011,Coal
7242,Polk,0,1,GT,2011,Natural Gas
10004,Mosaic South Pierce Operations,0,1,ST,2011,
10004,Mosaic South Pierce Operations,0,1,ST,2011,
10434,Mosaic New Wales Operations,0,1,ST,2011,
10434,Mosaic New Wales Operations,0,1,ST,2011,
7250,Auke Bay,0,0,GT,2011,Oil
7250,Auke Bay,0,0,GT,2011,Oil
7250,Auke Bay,0,0,IC,2011,Oil
7264,Miki Basin,0,0,IC,2011,Oil
7266,Woodland,0,0,CC,2011,Natural Gas
7266,Woodland,0,0,GT,2011,
7266,Woodland,0,0,IC,2011,
7268,491 E 48th Street,0,1,GT,2011,Natural Gas
7277,Lincoln Combustion,0,1,GT,2011,Natural Gas
7281,Gardner Energy Center,0,0,GT,2011,Natural Gas
7283,Paragould Turbine,0,0,GT,2011,Natural Gas
7283,Paragould Turbine,0,0,IC,2011,
8015,Paragould Reciprocating,0,0,IC,2011,Natural Gas
7286,Richard Gorsuch,0,0,ST,2011,
7302,Hines Energy Complex,0,0,CC,2011,Natural Gas
54426,Mulberry Cogeneration Facility,0,0,CC,2011,Natural Gas
7307,Redding Power,0,0,CC,2011,Natural Gas
7307,Redding Power,0,0,GT,2011,Natural Gas
7307,Redding Power,0,0,GT,2011,Natural Gas
7307,Redding Power,0,0,ST,2011,
7314,Richard M Flynn,1,0,CC,2011,Natural Gas
8007,Holtsville,1,0,GT,2011,Oil
7315,Almond Power Plant,0,1,GT,2011,Natural Gas
7318,Van Sant Station,1,1,GT,2011,Natural Gas
10030,NRG Energy Center Dover,1,1,CC,2011,
10030,NRG Energy Center Dover,1,1,CC,2011,
10030,NRG Energy Center Dover,1,1,GT,2011,Natural Gas
10030,NRG Energy Center Dover,1,1,ST,2011,Coal
7335,Richmond,0,0,GT,2011,Natural Gas
7337,Florence,1,1,GT,2011,
7345,University of Florida,0,1,GT,2011,Natural Gas
7348,Robins,0,0,GT,2011,Natural Gas
7377,United Health Care,0,0,GT,2011,
7378,United Hospital,0,1,GT,2011,
7378,United Hospital,0,1,IC,2011,
7380,Midulla Generating Station,0,0,CC,2011,Natural Gas
7380,Midulla Generating Station,0,0,GT,2011,Natural Gas
50949,Hardee Power Station,0,0,CC,2011,Natural Gas
50949,Hardee Power Station,0,0,GT,2011,Natural Gas
7392,Poplar Bluff Generating Station,0,1,IC,2011,Natural Gas
7393,Lakin Municipal,0,1,IC,2011,Oil
7396,Front Street,1,1,IC,2011,Oil
7397,Falling Spring,0,1,IC,2011,Natural Gas
7398,Water Street Station,0,1,IC,2011,Natural Gas
7399,Henry Station,0,1,IC,2011,Natural Gas
7400,Salisbury City of,0,0,IC,2011,Oil
7405,Shelbina Power #1,0,1,IC,2011,Oil
7406,Shelbina Power #2,0,1,IC,2011,Oil
7860,Shelbina Power #3,0,1,IC,2011,Oil
7408,Payson,0,0,IC,2011,Natural Gas
56177,Nebo Power Station,0,0,CC,2011,Natural Gas
7413,Short Mountain,0,0,IC,2011,
7415,Lakefield Utilities,0,1,IC,2011,Oil
7425,Interstate,0,1,GT,2011,Natural Gas
7429,Edenton Generators,0,0,IC,2011,Oil
7432,Oxford (KS),0,0,IC,2011,
7437,Galena Electric Utility,0,1,IC,2011,Oil
7438,Church Street Plant,0,1,IC,2011,Oil
7439,Godwin Drive Plant,0,0,IC,2011,Oil
7440,VMEA 1 Credit Gen,0,0,IC,2011,Oil
7441,VMEA Peaking Gen,0,0,IC,2011,Oil
7797,Dominion/Lo Mar,0,0,GT,2011,Oil
7797,Dominion/Lo Mar,0,0,IC,2011,Oil
7798,Gateway Gen,0,0,IC,2011,Oil
56491,Dean Drive Area Electric Generators,0,0,IC,2011,Oil
7449,Combustion Turbine Project No 2,0,1,GT,2011,Natural Gas
57978,Lodi Energy Center,0,1,CC,2011,
7450,Alameda,0,0,GT,2011,Natural Gas
7450,Alameda,0,0,GT,2011,Natural Gas
7451,Lodi,0,0,GT,2011,Natural Gas
7469,Madison Utilities,0,1,IC,2011,
7470,Marceline,0,0,IC,2011,
7481,City Light & Water,0,0,IC,2011,Oil
7482,NSB Atqasuk Utility,0,1,IC,2011,Oil
7483,NSB Kaktovik Utility,0,1,IC,2011,Oil
7484,NSB Nuiqsut Utility,0,1,IC,2011,Oil
7485,NSB Point Hope Utility,0,1,IC,2011,Oil
7486,NSB Point Lay Utility,0,1,IC,2011,Oil
7487,NSB Anaktuvuk Pass,0,1,IC,2011,Oil
7488,NSB Wainwright Utility,0,1,IC,2011,Oil
7493,King Cove,0,0,IC,2011,
7497,Croswell,0,0,IC,2011,Oil
57950,MSC Croswell,0,0,ST,2011,
7502,Dutch Harbor,0,0,IC,2011,Oil
7503,Unalaska Power Module,0,0,IC,2011,Oil
54305,Westward Seafoods,0,0,IC,2011,Oil
54422,Unisea G 2,0,0,IC,2011,Oil
7504,Neil Simpson II,0,0,GT,2011,Natural Gas
7504,Neil Simpson II,0,0,ST,2011,Coal
55477,Neil Simpson Gas Turbine #2,0,0,GT,2011,Natural Gas
55479,Wygen 1,0,0,ST,2011,Coal
7505,Fergus Control Ctr,0,1,IC,2011,Oil
7513,ReEnergy Fort Fairfield,1,0,ST,2011,Biomass
7515,McPherson 3,0,0,GT,2011,Natural Gas
7527,Carson Ice-Gen Project,0,0,CC,2011,Natural Gas
7527,Carson Ice-Gen Project,0,0,CC,2011,Natural Gas
7527,Carson Ice-Gen Project,0,0,GT,2011,Natural Gas
7549,Milwaukee County,0,0,ST,2011,Coal
7551,SCA Cogen 2,0,1,CC,2011,Natural Gas
7551,SCA Cogen 2,0,1,GT,2011,Natural Gas
7552,SPA Cogen 3,0,1,CC,2011,Natural Gas
7575,Bowling Green,0,0,IC,2011,Oil
7783,Bowling Green Peaking,0,0,GT,2011,Natural Gas
55262,Bowling Green Generating Station,0,0,GT,2011,Natural Gas
55262,Bowling Green Generating Station,0,0,GT,2011,Natural Gas
7576,Engle,0,0,IC,2011,Oil
7577,Jackson (OH),0,1,IC,2011,Oil
7578,Napoleon,0,1,IC,2011,Oil
7776,Napoleon Peaking,0,1,GT,2011,
7776,Napoleon Peaking,0,1,IC,2011,Oil
55264,Napoleon Peaking Station,0,1,GT,2011,Natural Gas
55264,Napoleon Peaking Station,0,1,GT,2011,Natural Gas
7579,Niles,0,1,IC,2011,Oil
7580,Wadsworth,0,0,IC,2011,Oil
7584,Panora,0,0,IC,2011,Oil
7595,Red Cedar,0,1,GT,2011,Natural Gas
55996,Alliant SBD0201 Penford Produc,0,1,IC,2011,Oil
7602,Oneida Casino,0,0,IC,2011,
7603,Prospect Municipal,0,0,IC,2011,Oil
7604,St Francis Energy Facility,0,1,CC,2011,Natural Gas
7605,River Road Gen Plant,0,1,CC,2011,Natural Gas
7627,Everett Cogen,0,0,ST,2011,Biomass
7678,Celanese,0,0,ST,2011,
7690,Pennsbury,0,0,GT,2011,
7701,Fairless Hills,0,0,ST,2011,Natural Gas
54746,Wheelabrator Falls,0,0,ST,2011,
55298,Fairless Energy Center,0,0,CC,2011,Natural Gas
58250,Tullytown,0,0,IC,2011,
7693,Anaheim GT,0,0,GT,2011,Natural Gas
