ORSPL,PLANT_NAME,rggi,Low_Income,PRIME_MOVER,Year,fuel
3250,Darlington County,0,1,GT,2002,Natural Gas
3251,H B Robinson,0,1,GT,2002,
3251,H B Robinson,0,1,ST,2002,
3254,Buzzard Roost,0,0,GT,2002,
3277,Burton,0,1,GT,2002,
3280,Canadys Steam,0,1,ST,2002,
3281,Coit GT,0,1,GT,2002,
3284,Faber Place,0,0,GT,2002,
3285,Hagood,0,1,GT,2002,
3287,McMeekin,0,0,ST,2002,
3291,Parr GT,0,0,GT,2002,
3295,Urquhart,0,1,CC,2002,Natural Gas
3295,Urquhart,0,1,GT,2002,
3295,Urquhart,0,1,GT,2002,Natural Gas
3295,Urquhart,0,1,ST,2002,Natural Gas
3297,Wateree,0,0,ST,2002,Coal
52151,International Paper Eastover Facility,0,0,ST,2002,Biomass
3305,Rocky River (SC),0,0,IC,2002,
3317,Dolphus M Grainger,0,1,ST,2002,
3318,Hilton Head,0,1,GT,2002,
3325,Ben French,0,1,GT,2002,
3325,Ben French,0,1,IC,2002,
3325,Ben French,0,1,ST,2002,
55478,Lange Gas Turbines,0,1,GT,2002,
3334,Pathfinder,0,0,ST,2002,
7237,Angus Anson,0,0,GT,2002,Natural Gas
3338,Aberdeen CT,0,0,GT,2002,
3341,Clark (SD),0,0,IC,2002,
3342,Faulkton,0,1,IC,2002,
3343,Highmore,0,0,IC,2002,
3344,Huron,0,1,GT,2002,
3344,Huron,0,1,GT,2002,
3346,Mobile Unit,0,0,IC,2002,
3347,Redfield,0,0,IC,2002,
3348,Webster IC,0,1,IC,2002,
3352,Lake Preston,0,0,GT,2002,
3393,Allen Steam Plant,0,0,GT,2002,
3393,Allen Steam Plant,0,0,GT,2002,Natural Gas
3393,Allen Steam Plant,0,0,ST,2002,Coal
3399,Cumberland (TN),0,0,ST,2002,Coal
3403,Gallatin (TN),0,0,GT,2002,Natural Gas
3403,Gallatin (TN),0,0,ST,2002,Coal
3405,John Sevier,0,1,CC,2002,
3405,John Sevier,0,1,ST,2002,
3406,Johnsonville,0,0,GT,2002,Natural Gas
3406,Johnsonville,0,0,ST,2002,Coal
3407,Kingston,0,0,ST,2002,Coal
3419,Watts Bar Fossil,0,0,ST,2002,
3436,E S Joslin,0,0,ST,2002,
10554,Formosa Utility Venture Ltd,0,0,CC,2002,Natural Gas
10554,Formosa Utility Venture Ltd,0,0,GT,2002,
52069,Point Comfort Operations,0,0,ST,2002,
56708,CFB Power Plant,0,0,ST,2002,
3438,J L Bates,0,1,ST,2002,
55098,Frontera Energy Center,0,1,CC,2002,Natural Gas
3439,Laredo,0,1,GT,2002,
3439,Laredo,0,1,ST,2002,
3440,Lon C Hill,0,0,ST,2002,
3441,Nueces Bay,0,1,CC,2002,
3441,Nueces Bay,0,1,ST,2002,
50026,Corpus Refinery,0,1,GT,2002,
50026,Corpus Refinery,0,1,GT,2002,
50121,Valero Refinery Corpus Christi West,0,1,ST,2002,
50121,Valero Refinery Corpus Christi West,0,1,ST,2002,Natural Gas
55206,Corpus Christi Energy Center,0,1,CC,2002,Natural Gas
3443,Victoria,0,1,CC,2002,
3443,Victoria,0,1,ST,2002,
3452,Lake Hubbard,0,0,ST,2002,Natural Gas
3456,Newman,0,0,CC,2002,Natural Gas
3456,Newman,0,0,GT,2002,
3456,Newman,0,0,ST,2002,Natural Gas
3471,Webster,0,1,GT,2002,
3471,Webster,0,1,ST,2002,
3477,Lone Star,0,1,ST,2002,
3478,Wilkes,0,1,ST,2002,Natural Gas
3484,Nichols,0,0,ST,2002,Natural Gas
6193,Harrington,0,0,ST,2002,Coal
3485,Plant X,0,0,ST,2002,Natural Gas
3487,Riverview,0,0,GT,2002,
10072,Engineered Carbons Borger Cogen,0,0,ST,2002,
50067,Borger Plant,0,0,ST,2002,
55064,Black Hawk Station,0,0,GT,2002,Natural Gas
3491,Handley,0,1,ST,2002,Natural Gas
3492,Morgan Creek,0,0,GT,2002,Natural Gas
3492,Morgan Creek,0,0,ST,2002,
3492,Morgan Creek,0,0,ST,2002,
3493,North Main,0,1,ST,2002,
3494,Permian Basin,0,0,GT,2002,Natural Gas
3494,Permian Basin,0,0,ST,2002,
3502,Lake Creek,0,0,IC,2002,
3502,Lake Creek,0,0,ST,2002,
56611,Sandy Creek Energy Station,0,0,ST,2002,
3503,River Crest,0,1,ST,2002,
3504,Stryker Creek,0,1,IC,2002,Oil
3504,Stryker Creek,0,1,ST,2002,Natural Gas
3506,Tradinghouse,0,0,ST,2002,
3507,Trinidad (TX),0,1,IC,2002,Oil
3507,Trinidad (TX),0,1,ST,2002,Natural Gas
3508,Valley (TX),0,0,ST,2002,
3549,Holly Street,0,1,ST,2002,
3559,Silas Ray,0,1,CC,2002,
3559,Silas Ray,0,1,GT,2002,
3559,Silas Ray,0,1,IC,2002,
3559,Silas Ray,0,1,ST,2002,
3559,Silas Ray,0,1,ST,2002,
3561,Bryan (TX),0,1,GT,2002,Natural Gas
3561,Bryan (TX),0,1,ST,2002,
3561,Bryan (TX),0,1,ST,2002,
3574,C E Newman,0,1,ST,2002,
3574,C E Newman,0,1,ST,2002,
3602,Ty Cooke,0,1,GT,2002,
3602,Ty Cooke,0,1,ST,2002,
3609,Leon Creek,0,1,GT,2002,
3609,Leon Creek,0,1,ST,2002,
3610,Mission Road,0,0,ST,2002,
3611,O W Sommers,0,0,ST,2002,Natural Gas
6181,J T Deely,0,0,ST,2002,Coal
7097,J K Spruce,0,0,ST,2002,Coal
3612,V H Braunig,0,1,GT,2002,
3612,V H Braunig,0,1,ST,2002,Natural Gas
7512,Arthur Von Rosenberg,0,1,CC,2002,Natural Gas
3613,W B Tuttle,0,1,ST,2002,
3624,Weatherford,0,1,IC,2002,
3628,R W Miller,0,0,GT,2002,Natural Gas
3628,R W Miller,0,0,ST,2002,Natural Gas
3631,Sam Rayburn,0,0,CC,2002,Natural Gas
3631,Sam Rayburn,0,0,GT,2002,Natural Gas
3631,Sam Rayburn,0,0,IC,2002,Oil
3631,Sam Rayburn,0,0,ST,2002,
3631,Sam Rayburn,0,0,ST,2002,
3644,Carbon,0,1,ST,2002,
50951,Sunnyside Cogen Associates,0,1,ST,2002,
3648,Gadsby,0,1,GT,2002,Natural Gas
3648,Gadsby,0,1,ST,2002,Natural Gas
3665,Bountiful City,0,1,GT,2002,
3665,Bountiful City,0,1,IC,2002,
3675,Hydro III,0,1,IC,2002,
3686,Provo,0,1,IC,2002,
3686,Provo,0,1,ST,2002,
3708,Ascutney,1,0,GT,2002,
3723,Rutland,1,0,GT,2002,
3730,Newport Diesels,1,0,IC,2002,
3734,Berlin 5,1,0,GT,2002,
3737,Essex Junction 19,1,0,IC,2002,Oil
3753,West Charleston,1,0,IC,2002,
3754,Burlington GT,1,0,GT,2002,
3775,Clinch River,0,1,ST,2002,
3776,Glen Lyn,0,1,ST,2002,
52089,Celanese Acetate LLC,0,1,IC,2002,
52089,Celanese Acetate LLC,0,1,ST,2002,
3785,Tasley,0,1,GT,2002,
60235,Perdue Diesel Generation Facility,0,1,IC,2002,
60236,Onancock Diesel Generation Facility,0,1,IC,2002,
3796,Bremo Bluff,0,1,ST,2002,
3797,Chesterfield,0,0,CC,2002,Natural Gas
3797,Chesterfield,0,0,ST,2002,Coal
50275,Park 500 Philip Morris USA,0,0,ST,2002,
3799,Low Moor,0,1,GT,2002,
3800,Northern Neck,0,1,GT,2002,
3803,Chesapeake,0,0,GT,2002,Oil
3803,Chesapeake,0,0,ST,2002,
3804,Possum Point,0,0,CC,2002,
3804,Possum Point,0,0,GT,2002,Oil
3804,Possum Point,0,0,ST,2002,Oil
3809,Yorktown,0,0,ST,2002,Coal
3845,Transalta Centralia Generation,0,0,CC,2002,
3845,Transalta Centralia Generation,0,0,ST,2002,Coal
3853,Crystal Mountain,0,0,IC,2002,
3920,Steam plant,0,1,ST,2002,
57099,WestRock (WA),0,1,ST,2002,
3935,John E Amos,0,0,ST,2002,Coal
3936,Kanawha River,0,1,ST,2002,
3938,Philip Sporn,0,0,ST,2002,
6264,Mountaineer,0,0,ST,2002,Coal
3942,FirstEnergy Albright,0,1,ST,2002,
3943,FirstEnergy Fort Martin Power Station,0,0,ST,2002,Coal
56671,Longview Power Plant,0,0,ST,2002,
3944,FirstEnergy Harrison Power Station,0,1,ST,2002,Coal
3945,FirstEnergy Rivesville,0,0,ST,2002,
10151,Grant Town Power Plant,0,0,ST,2002,Coal
3946,FirstEnergy Willow Island,0,0,ST,2002,
6004,FirstEnergy Pleasants Power Station,0,0,ST,2002,Coal
55349,Pleasants Energy LLC,0,0,GT,2002,Natural Gas
3947,Kammer,0,0,ST,2002,
3948,Mitchell (WV),0,0,ST,2002,Coal
50491,PPG Natrium Plant,0,0,ST,2002,
50491,PPG Natrium Plant,0,0,ST,2002,Coal
3954,Mt Storm,0,0,GT,2002,Oil
3954,Mt Storm,0,0,ST,2002,Coal
7537,North Branch (WV),0,0,ST,2002,
3982,Bay Front,0,0,ST,2002,
3982,Bay Front,0,0,ST,2002,
3984,Northern States Flambeau,0,1,GT,2002,
50620,Flambeau River Papers,0,1,ST,2002,
3991,Fitchburg,0,0,GT,2002,
3993,Sycamore (WI),0,1,GT,2002,
3996,Grimh,0,1,IC,2002,
4005,French Island,0,0,GT,2002,Oil
4005,French Island,0,0,ST,2002,Biomass
4014,Wheaton,0,0,GT,2002,Natural Gas
7863,Elk Mound,0,0,GT,2002,
4019,Danbury Dam,0,1,GT,2002,
4019,Danbury Dam,0,1,IC,2002,
55998,Danbury Diesel,0,1,GT,2002,
55998,Danbury Diesel,0,1,IC,2002,
4020,Frederic Diesel,0,1,IC,2002,
4021,Grantsburg Diesel,0,1,IC,2002,
4040,Port Washington Generating Station,0,0,CC,2002,
4040,Port Washington Generating Station,0,0,GT,2002,
4040,Port Washington Generating Station,0,0,ST,2002,
4042,Valley (WI),0,1,IC,2002,
4042,Valley (WI),0,1,ST,2002,Natural Gas
59931,FCPC Renewable Generation,0,1,IC,2002,
4046,Point Beach Nuclear Plant,0,0,GT,2002,Oil
4048,Blackhawk,0,1,ST,2002,
4050,Edgewater,0,0,ST,2002,Coal
4054,Nelson Dewey Generating Station,0,0,ST,2002,
4146,E J Stoneman Station,0,0,ST,2002,
4146,E J Stoneman Station,0,0,ST,2002,
4057,Rock River,0,0,GT,2002,
4057,Rock River,0,0,GT,2002,Natural Gas
4057,Rock River,0,0,ST,2002,
55641,Riverside Energy Center,0,0,CC,2002,
4059,Sheepskin,0,0,GT,2002,
4072,Pulliam,0,1,GT,2002,
4072,Pulliam,0,1,ST,2002,Coal
4076,West Marinette,0,1,GT,2002,
7799,West Marinette 34,0,1,GT,2002,
4100,Arcadia Electric,0,0,IC,2002,
4102,Barron,0,1,IC,2002,
4107,Cashton,0,0,IC,2002,
4112,Cumberland (WI),0,1,IC,2002,
4113,Elroy,0,1,IC,2002,
4114,Fennimore,0,1,IC,2002,
4118,Kaukauna Gas Turbine,0,0,GT,2002,
55836,Island Street Peaking Plant,0,0,GT,2002,
56031,Fox Energy Center,0,0,CC,2002,
4124,La Farge,0,0,IC,2002,
4125,Manitowoc,0,1,IC,2002,Natural Gas
4125,Manitowoc,0,1,ST,2002,
4125,Manitowoc,0,1,ST,2002,Oil
4127,Menasha,0,1,IC,2002,
4127,Menasha,0,1,ST,2002,
4130,New Lisbon,0,1,IC,2002,
4139,Viola,0,1,IC,2002,
4140,Alma,0,0,ST,2002,
4140,Alma,0,0,ST,2002,
4271,John P Madgett,0,0,ST,2002,Coal
4143,Genoa,0,0,ST,2002,Coal
4148,Washington Island,0,0,IC,2002,
4150,Neil Simpson,0,1,ST,2002,
6101,Wyodak,0,1,ST,2002,Coal
56319,Wygen 2,0,1,ST,2002,
56596,Wygen III,0,1,ST,2002,
4151,Osage (WY),0,1,ST,2002,
4158,Dave Johnston,0,0,ST,2002,Coal
4162,Naughton,0,0,ST,2002,Coal
56312,Shute Creek Facility,0,0,GT,2002,
4195,Powerlane Plant,0,0,IC,2002,
4195,Powerlane Plant,0,0,ST,2002,
4195,Powerlane Plant,0,0,ST,2002,
4251,Logan City,0,1,GT,2002,
4251,Logan City,0,1,IC,2002,
4256,Walnut,0,1,GT,2002,
56078,Walnut Energy Center,0,1,CC,2002,
4257,Easton 2,1,0,GT,2002,
4257,Easton 2,1,0,IC,2002,
4259,Endicott Station,0,1,IC,2002,
4259,Endicott Station,0,1,ST,2002,
4939,Barney M Davis,0,0,CC,2002,
4939,Barney M Davis,0,0,ST,2002,Natural Gas
4940,Riverside (OK),0,0,GT,2002,
4940,Riverside (OK),0,0,IC,2002,
4940,Riverside (OK),0,0,ST,2002,Natural Gas
55146,Green Country Energy LLC,0,0,CC,2002,Natural Gas
4941,Navajo,0,1,ST,2002,Coal
5083,Cumberland (NJ),1,1,GT,2002,Natural Gas
6002,James H Miller Jr,0,0,ST,2002,Coal
6009,White Bluff,0,0,ST,2002,Coal
6016,Duck Creek,0,1,ST,2002,Coal
6017,Newton,0,0,ST,2002,Coal
6018,East Bend,0,0,ST,2002,Coal
6021,Craig (CO),0,0,ST,2002,Coal
6025,Collins,0,0,ST,2002,
6030,Coal Creek,0,0,IC,2002,
6030,Coal Creek,0,0,ST,2002,Coal
6034,Belle River,0,0,GT,2002,Natural Gas
6034,Belle River,0,0,IC,2002,Oil
6034,Belle River,0,0,ST,2002,Coal
55718,Dean,0,0,GT,2002,Natural Gas
6035,Greenwood (MI),0,0,GT,2002,Natural Gas
6035,Greenwood (MI),0,0,ST,2002,Natural Gas
6041,H L Spurlock,0,0,ST,2002,Coal
6042,Manatee,0,0,CC,2002,
6042,Manatee,0,0,ST,2002,Natural Gas
6046,DeBary,0,0,GT,2002,Natural Gas
6049,West Tisbury Generating Facility,1,0,IC,2002,
6052,Wansley,0,0,CC,2002,
6052,Wansley,0,0,GT,2002,
6052,Wansley,0,0,ST,2002,Coal
7917,Chattahoochee Energy Facility,0,0,CC,2002,
7946,Wansley Unit 9,0,0,CC,2002,
55965,Wansley Combined Cycle,0,0,CC,2002,Natural Gas
6056,Kahului,0,0,ST,2002,
10604,Hawaiian Comm & Sugar Puunene Mill,0,0,ST,2002,
6058,Cascade Creek,0,0,GT,2002,
6060,Coachella,0,1,GT,2002,
6063,Electrifarm,0,0,GT,2002,Natural Gas
6064,Nearman Creek,0,0,GT,2002,
6064,Nearman Creek,0,0,ST,2002,Coal
6065,Iatan,0,0,ST,2002,Coal
6068,Jeffrey Energy Center,0,0,ST,2002,Coal
6071,Trimble County,0,1,GT,2002,Natural Gas
6071,Trimble County,0,1,ST,2002,Coal
6074,Greenwood (MO),0,0,GT,2002,Natural Gas
6076,Colstrip,0,0,ST,2002,Coal
10784,Colstrip Energy LP,0,0,ST,2002,
6077,Gerald Gentleman,0,0,ST,2002,Coal
6081,Stony Brook,1,0,CC,2002,Natural Gas
6081,Stony Brook,1,0,GT,2002,Oil
6081,Stony Brook,1,0,IC,2002,
6082,Somerset Operating Co LLC,1,1,ST,2002,Coal
6085,R M Schahfer,0,1,GT,2002,Natural Gas
6085,R M Schahfer,0,1,ST,2002,Coal
59260,"Hidden View Dairy, LLC",0,1,IC,2002,
6088,North Loop,0,0,GT,2002,
6089,Lewis & Clark,0,0,IC,2002,
6089,Lewis & Clark,0,0,ST,2002,
57914,Sidney MT Plant,0,0,ST,2002,
6092,Spirit Mound,0,0,GT,2002,Oil
6094,FirstEnergy Bruce Mansfield,0,0,ST,2002,Coal
6095,Sooner,0,0,ST,2002,Coal
6096,Nebraska City,0,0,ST,2002,Coal
6098,Big Stone,0,0,IC,2002,
6098,Big Stone,0,0,ST,2002,Coal
56244,State Auto Insurance,0,0,IC,2002,
56274,Valley Queen Cheese,0,0,IC,2002,
6112,Fort St Vrain,0,0,CC,2002,Natural Gas
6112,Fort St Vrain,0,0,GT,2002,
6113,Gibson,0,0,ST,2002,Coal
6137,A B Brown,0,0,GT,2002,Natural Gas
6137,A B Brown,0,0,ST,2002,Coal
6139,Welsh,0,0,ST,2002,Coal
6147,Monticello,0,1,ST,2002,Coal
6155,Rush Island,0,0,ST,2002,Coal
6156,New Haven Harbor,1,1,GT,2002,
6156,New Haven Harbor,1,1,ST,2002,Natural Gas
6165,Hunter,0,0,ST,2002,Coal
6166,Rockport,0,0,ST,2002,Coal
6178,Coleto Creek,0,0,ST,2002,Coal
6179,Fayette Power Project,0,0,ST,2002,Coal
56674,Winchester Power Park,0,0,GT,2002,
6180,Oak Grove (TX),0,0,ST,2002,
7030,Major Oak Power,0,0,ST,2002,Coal
6190,Brame Energy Center,0,0,ST,2002,Oil
6194,Tolk,0,1,ST,2002,Coal
6195,John Twitty Energy Center,0,0,GT,2002,Natural Gas
6195,John Twitty Energy Center,0,0,ST,2002,Coal
6211,Dynegy Oakland Power Plant,0,0,GT,2002,Oil
6213,Merom,0,0,ST,2002,Coal
59255,Osprey Point RES,0,0,IC,2002,
6220,Durant,0,0,IC,2002,
6223,Empire Energy Center,0,0,GT,2002,Natural Gas
6225,Jasper 2,0,0,ST,2002,
6229,Mobile,0,0,IC,2002,
6237,Pittsfield,0,1,IC,2002,
6238,Pearl Station,0,1,GT,2002,
6238,Pearl Station,0,1,ST,2002,
6246,Putnam,0,1,CC,2002,
6248,Pawnee,0,1,ST,2002,Coal
55127,Manchief Electric Generating Station,0,1,GT,2002,Natural Gas
6250,Mayo,0,0,ST,2002,Coal
6253,Germantown,0,0,GT,2002,Natural Gas
6254,Ottumwa,0,0,ST,2002,Coal
6257,Scherer,0,1,ST,2002,Coal
6281,Kodiak,0,0,IC,2002,
6282,Port Lions,0,0,IC,2002,
6283,Seldovia,0,0,IC,2002,
6285,North Pole,0,0,CC,2002,
6285,North Pole,0,0,CC,2002,
6285,North Pole,0,0,GT,2002,Oil
6286,Fairbanks,0,1,GT,2002,
6286,Fairbanks,0,1,IC,2002,
6288,Healy,0,0,IC,2002,
6288,Healy,0,0,ST,2002,Coal
6292,Bernice Lake,0,0,GT,2002,
6292,Bernice Lake,0,0,GT,2002,
52184,Tesoro Kenai Cogeneration Plant,0,0,GT,2002,
54452,Agrium Kenai Nitrogen Operations,0,0,GT,2002,
54452,Agrium Kenai Nitrogen Operations,0,0,IC,2002,
55966,Nikiski Co-Generation,0,0,CC,2002,
55966,Nikiski Co-Generation,0,0,GT,2002,
6293,International,0,0,GT,2002,
57036,Southcentral Power Project,0,0,CC,2002,
6299,Unalakleet,0,1,IC,2002,
6345,Shishmaref,0,1,IC,2002,
57052,Savoonga,0,1,IC,2002,
57055,Stebbins,0,1,IC,2002,
57059,Koyuk,0,1,IC,2002,
57060,Elim,0,1,IC,2002,
57061,St. Michael,0,1,IC,2002,
57062,Gambell,0,1,IC,2002,
60260,Brevig Mission,0,1,IC,2002,
6301,Naknek,0,0,IC,2002,
6304,Kotzebue,0,0,IC,2002,
6323,Kiana,0,1,IC,2002,
6330,Noorvik,0,1,IC,2002,
6341,Selawik,0,1,IC,2002,
57051,Noatak,0,1,IC,2002,
57063,Shungnak,0,1,IC,2002,
57065,Kivalina,0,1,IC,2002,
60243,Ambler,0,1,IC,2002,
6333,Nunapitchuk,0,1,IC,2002,
57057,Quinhagak,0,1,IC,2002,
57066,Kasigluk,0,1,IC,2002,
57067,Toksook Bay,0,1,IC,2002,
6369,Detour,0,1,IC,2002,
6373,Rokeby,0,0,GT,2002,Natural Gas
6373,Rokeby,0,0,IC,2002,Oil
6390,Tangier,0,1,IC,2002,
6391,Smith Island,1,1,IC,2002,
6463,Ames GT,0,1,GT,2002,
6463,Ames GT,0,1,GT,2002,Oil
6481,Intermountain Power Project,0,1,ST,2002,Coal
6504,Maalaea,0,0,CC,2002,
6504,Maalaea,0,0,CC,2002,Oil
6504,Maalaea,0,0,IC,2002,Oil
6511,Fallon,0,0,IC,2002,
6514,Gabbs,0,0,IC,2002,
6515,Valencia,0,1,GT,2002,
6515,Valencia,0,1,GT,2002,
6516,Rocky Ford,0,1,IC,2002,
6518,Kings Beach,0,1,IC,2002,
6519,Vergennes 9,1,0,IC,2002,
6521,Lahontan,0,0,IC,2002,
6524,Portola,0,1,IC,2002,
6530,Valley Road,0,1,IC,2002,
6533,Winnemucca,0,1,GT,2002,
6554,Waverly Municipal Electric North Plant,0,0,IC,2002,
7758,South Plant,0,0,IC,2002,
6555,McGrath,0,1,IC,2002,
6558,D G Hunter,0,1,IC,2002,
6558,D G Hunter,0,1,ST,2002,
6558,D G Hunter,0,1,ST,2002,
6559,George M Sullivan Generation Plant 2,0,0,CC,2002,Natural Gas
6559,George M Sullivan Generation Plant 2,0,0,GT,2002,Natural Gas
6565,Berlin,1,1,IC,2002,
6566,Bethel,0,0,IC,2002,
6567,Block Island,1,0,IC,2002,
6579,Johnson,0,1,IC,2002,
6584,Stock Island,0,0,GT,2002,
6584,Stock Island,0,0,GT,2002,
6584,Stock Island,0,0,IC,2002,
6585,Commercial Street,1,0,IC,2002,
6586,Wilkins Station,1,0,IC,2002,
6594,Rockport (MO),0,0,IC,2002,
6598,South Norwalk Electric,1,1,GT,2002,
6598,South Norwalk Electric,1,1,IC,2002,
6635,A L Pierce,1,0,GT,2002,
6635,A L Pierce,1,0,ST,2002,
50664,Covanta Wallingford Energy,1,0,ST,2002,
55517,Wallingford Energy,1,0,GT,2002,Natural Gas
56256,"John Street 1, 3, 4 & 5",1,0,IC,2002,
6637,Yakutat,0,1,IC,2002,
6641,Independence Steam Electric Station,0,1,ST,2002,Coal
6648,Sandow No 4,0,0,ST,2002,Coal
52071,Sandow No 5,0,0,ST,2002,Coal
6650,Mexico,0,0,GT,2002,Oil
6651,Moberly,0,0,GT,2002,
6652,Moreau,0,0,GT,2002,Oil
6664,Louisa,0,1,ST,2002,Coal
6704,Pebbly Beach,0,0,GT,2002,
6704,Pebbly Beach,0,0,IC,2002,Oil
6706,Thibodaux,0,0,ST,2002,
6707,Naval Training Center,0,0,GT,2002,
10810,NTC/MCRD Energy Facility,0,0,CC,2002,
6741,Rock Lake CT,0,0,GT,2002,
6761,Rawhide,0,0,GT,2002,Natural Gas
6761,Rawhide,0,0,ST,2002,Coal
6772,Hugo,0,0,ST,2002,Coal
6776,West Station (NJ),1,1,GT,2002,
6801,Jarvis Street,0,0,IC,2002,
6823,D B Wilson,0,0,ST,2002,Coal
7013,East 12th Street,0,1,IC,2002,
7013,East 12th Street,0,1,ST,2002,
7018,Chanute 3,0,1,IC,2002,
7028,Whitehead,0,0,IC,2002,
7032,Gravel Neck,0,1,GT,2002,
7032,Gravel Neck,0,1,GT,2002,Natural Gas
7063,McIntosh (AL),0,0,GT,2002,Natural Gas
7697,Washington County Cogeneration Facility,0,0,CC,2002,
7111,Heber City,0,0,IC,2002,
7112,Centennial,0,1,IC,2002,
7119,Gladstone,0,0,GT,2002,
7130,Puna,0,1,GT,2002,
7130,Puna,0,1,ST,2002,
7137,Grinnell,0,0,GT,2002,
7145,Pleasant Hill,0,0,GT,2002,
7985,Greater Des Moines,0,0,CC,2002,
7155,Lime Creek,0,0,GT,2002,Oil
7158,Woodsdale,0,0,GT,2002,Natural Gas
55110,Madison,0,0,GT,2002,Natural Gas
7159,Concord,0,0,GT,2002,Natural Gas
7173,Barrow,0,0,GT,2002,
7173,Barrow,0,0,IC,2002,
7174,Gwitchyaa Zhee,0,1,IC,2002,
7182,Aniak,0,1,IC,2002,
57054,Upper Kalskag,0,1,IC,2002,
7183,Newhalen,0,1,IC,2002,
7185,Conoco,0,0,GT,2002,
7203,South Fond Du Lac,0,0,GT,2002,Natural Gas
7213,Clover,0,1,ST,2002,Coal
7232,Santa Clara Cogen,0,1,GT,2002,
54561,Jefferson Smurfit Santa Clara Mill,0,1,CC,2002,
56026,Donald Von Raesfeld Power Plant,0,1,CC,2002,
59074,"SC 1 Data Center, Phase 2",0,1,IC,2002,
7242,Polk,0,1,CC,2002,Coal
7242,Polk,0,1,GT,2002,
10004,Mosaic South Pierce Operations,0,1,ST,2002,
10004,Mosaic South Pierce Operations,0,1,ST,2002,
10434,Mosaic New Wales Operations,0,1,ST,2002,
10434,Mosaic New Wales Operations,0,1,ST,2002,
7250,Auke Bay,0,0,GT,2002,
7250,Auke Bay,0,0,GT,2002,
7250,Auke Bay,0,0,IC,2002,
7264,Miki Basin,0,0,IC,2002,
7266,Woodland,0,0,CC,2002,
7266,Woodland,0,0,GT,2002,
7266,Woodland,0,0,IC,2002,
7268,491 E 48th Street,0,1,GT,2002,
7277,Lincoln Combustion,0,1,GT,2002,Natural Gas
7281,Gardner Energy Center,0,0,GT,2002,
7283,Paragould Turbine,0,0,GT,2002,
7283,Paragould Turbine,0,0,IC,2002,
8015,Paragould Reciprocating,0,0,IC,2002,
7286,Richard Gorsuch,0,0,ST,2002,
7302,Hines Energy Complex,0,0,CC,2002,Natural Gas
54426,Mulberry Cogeneration Facility,0,0,CC,2002,
7307,Redding Power,0,0,CC,2002,
7307,Redding Power,0,0,GT,2002,
7307,Redding Power,0,0,GT,2002,
7307,Redding Power,0,0,ST,2002,
7314,Richard M Flynn,1,0,CC,2002,
8007,Holtsville,1,0,GT,2002,Oil
7315,Almond Power Plant,0,1,GT,2002,
7318,Van Sant Station,1,1,GT,2002,
10030,NRG Energy Center Dover,1,1,CC,2002,
10030,NRG Energy Center Dover,1,1,CC,2002,
10030,NRG Energy Center Dover,1,1,GT,2002,
10030,NRG Energy Center Dover,1,1,ST,2002,
7335,Richmond,0,0,GT,2002,
7337,Florence,1,1,GT,2002,
7345,University of Florida,0,1,GT,2002,
7348,Robins,0,0,GT,2002,
7377,United Health Care,0,0,GT,2002,
7378,United Hospital,0,1,GT,2002,
7378,United Hospital,0,1,IC,2002,
7380,Midulla Generating Station,0,0,CC,2002,Natural Gas
7380,Midulla Generating Station,0,0,GT,2002,
50949,Hardee Power Station,0,0,CC,2002,Natural Gas
50949,Hardee Power Station,0,0,GT,2002,
7392,Poplar Bluff Generating Station,0,1,IC,2002,
7393,Lakin Municipal,0,1,IC,2002,
7396,Front Street,1,1,IC,2002,
7397,Falling Spring,0,1,IC,2002,
7398,Water Street Station,0,1,IC,2002,
7399,Henry Station,0,1,IC,2002,
7400,Salisbury City of,0,0,IC,2002,
7405,Shelbina Power #1,0,1,IC,2002,
7406,Shelbina Power #2,0,1,IC,2002,
7860,Shelbina Power #3,0,1,IC,2002,
7408,Payson,0,0,IC,2002,
56177,Nebo Power Station,0,0,CC,2002,
7413,Short Mountain,0,0,IC,2002,
7415,Lakefield Utilities,0,1,IC,2002,
7425,Interstate,0,1,GT,2002,
7429,Edenton Generators,0,0,IC,2002,
7432,Oxford (KS),0,0,IC,2002,
7437,Galena Electric Utility,0,1,IC,2002,
7438,Church Street Plant,0,1,IC,2002,
7439,Godwin Drive Plant,0,0,IC,2002,
7440,VMEA 1 Credit Gen,0,0,IC,2002,
7441,VMEA Peaking Gen,0,0,IC,2002,
7797,Dominion/Lo Mar,0,0,GT,2002,
7797,Dominion/Lo Mar,0,0,IC,2002,
7798,Gateway Gen,0,0,IC,2002,
56491,Dean Drive Area Electric Generators,0,0,IC,2002,
7449,Combustion Turbine Project No 2,0,1,GT,2002,
57978,Lodi Energy Center,0,1,CC,2002,
7450,Alameda,0,0,GT,2002,
7450,Alameda,0,0,GT,2002,
7451,Lodi,0,0,GT,2002,
7469,Madison Utilities,0,1,IC,2002,
7470,Marceline,0,0,IC,2002,
7481,City Light & Water,0,0,IC,2002,
7482,NSB Atqasuk Utility,0,1,IC,2002,
7483,NSB Kaktovik Utility,0,1,IC,2002,
7484,NSB Nuiqsut Utility,0,1,IC,2002,
7485,NSB Point Hope Utility,0,1,IC,2002,
7486,NSB Point Lay Utility,0,1,IC,2002,
7487,NSB Anaktuvuk Pass,0,1,IC,2002,
7488,NSB Wainwright Utility,0,1,IC,2002,
