ORSPL,PLANT_NAME,PRIME_MOVER,UNIT_SIZE,FUEL_TYPE,rggi,Low_Income,FIRST_YEAR_OF_OPERATION,MAJ_FUEL_1995,MAJ_FUEL_1996,MAJ_FUEL_1997,MAJ_FUEL_1998,MAJ_FUEL_1999,MAJ_FUEL_2000,MAJ_FUEL_2001,MAJ_FUEL_2002,MAJ_FUEL_2003,MAJ_FUEL_2004,MAJ_FUEL_2005,MAJ_FUEL_2006,MAJ_FUEL_2007,MAJ_FUEL_2008,MAJ_FUEL_2009,MAJ_FUEL_2010,MAJ_FUEL_2011,MAJ_FUEL_2012,MAJ_FUEL_2013,MAJ_FUEL_2014,MAJ_FUEL_2015,MAJ_FUEL_2016
1308,Mulvane Power Plant,IC,<25,Natural Gas,0,0,1945,Natural Gas,Natural Gas,Natural Gas,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,
1313,Osage City,IC,<25,Natural Gas,0,1,1955,Natural Gas,Natural Gas,Natural Gas,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,
1314,Osawatomie City of,IC,<25,Oil,0,1,1934,Oil,Oil,Oil,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7928,Osawatomie,GT,>=25,Natural Gas,0,1,2003,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
1315,Osborne,IC,<25,Oil,0,1,1957,Natural Gas,Natural Gas,Natural Gas,,,,,,,Oil,Oil,Natural Gas,Oil,Natural Gas,Natural Gas,Oil,Oil,Natural Gas,Oil,Natural Gas,Oil,
1316,Ottawa,GT,<25,Natural Gas,0,0,1958,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,
1316,Ottawa,IC,<25,Natural Gas,0,0,1958,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,
1317,Pratt,IC,<25,Oil,0,0,1938,Oil,,Oil,,,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,
1317,Pratt,ST,<25,Natural Gas,0,0,1938,Natural Gas,Natural Gas,Natural Gas,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7447,Pratt 2,IC,<25,Natural Gas,0,0,1994,Natural Gas,Natural Gas,Natural Gas,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
1319,Russell Downtown,IC,<25,Natural Gas,0,1,1971,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7930,Russell Energy Center,GT,<25,Natural Gas,0,1,2002,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
1320,Sabetha Power Plant,IC,<25,Natural Gas,0,0,1947,Natural Gas,Oil,Natural Gas,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,
1322,St John,IC,<25,Oil,0,0,1952,Natural Gas,,Oil,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,
1324,Sharon Spring,IC,<25,Natural Gas,0,0,1951,Natural Gas,Natural Gas,Natural Gas,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,
1325,Stafford,IC,<25,Natural Gas,0,0,1953,Natural Gas,Natural Gas,Natural Gas,,,,,,Natural Gas,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,
1326,Sterling,IC,<25,Natural Gas,0,0,1950,Natural Gas,Natural Gas,Natural Gas,,,,,,Natural Gas,Natural Gas,Natural Gas,Oil,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,Natural Gas,Natural Gas,Natural Gas,
1327,Stockton,IC,<25,Natural Gas,0,1,1951,Natural Gas,,,,,,,,,,Natural Gas,Natural Gas,,,,,Natural Gas,Natural Gas,,,,
1328,Wamego,IC,<25,Natural Gas,0,0,1956,Natural Gas,Natural Gas,Natural Gas,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,,,,
1329,Washington,IC,<25,Oil,0,1,1953,Oil,Natural Gas,Natural Gas,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,
8037,Clifton,GT,>=25,Natural Gas,0,1,1974,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
8037,Clifton,IC,<25,Oil,0,1,1974,Oil,,,,Oil,Oil,,,,,,,Oil,Oil,Oil,,,,,,,
1330,Wellington 1,IC,<25,Oil,0,1,1956,,,,,,,,,Natural Gas,,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,
1330,Wellington 1,ST,<25,Natural Gas,0,1,1956,Natural Gas,Natural Gas,Natural Gas,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7339,Wellington 2,GT,<25,Natural Gas,0,1,1989,Natural Gas,Natural Gas,Natural Gas,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
1332,West 14th Street,GT,<25,Natural Gas,0,1,1962,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
56022,Waste Water Plant Generator,IC,<25,Oil,0,1,1993,,,,,,,,,Oil,,,,,,,,,,,,Oil,
1334,Great Bend - Midwest Energy,IC,<25,Oil,0,0,1947,Natural Gas,,,,,,,,,,Natural Gas,Natural Gas,,Natural Gas,,,Oil,,,,,
1336,Garden City,GT,<25,Natural Gas,0,1,1962,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1336,Garden City,GT,>=25,Natural Gas,0,1,1962,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1336,Garden City,ST,<25,Natural Gas,0,1,1962,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1336,Garden City,ST,>=25,Natural Gas,0,1,1962,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1355,E W Brown,GT,>=25,Natural Gas,0,0,1957,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1355,E W Brown,ST,>=25,Coal,0,0,1957,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
1356,Ghent,ST,>=25,Coal,0,1,1974,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
1358,Haefling,GT,<25,Natural Gas,0,0,1970,Natural Gas,Natural Gas,Oil,Natural Gas,Natural Gas,,,,,,Natural Gas,Natural Gas,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
1360,Pineville,ST,>=25,Coal,0,1,1951,Coal,Coal,Coal,Coal,Coal,Coal,,,,,,,,,,,,,,,,
1361,Tyrone,ST,>=25,Coal,0,0,1947,Coal,Coal,Coal,Coal,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,,,,,
1363,Cane Run,CC,>=25,Natural Gas,0,0,1962,,,,,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas
1363,Cane Run,GT,<25,Natural Gas,0,0,1962,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,Natural Gas,
1363,Cane Run,ST,>=25,Coal,0,0,1962,Coal,Coal,Coal,Coal,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
1364,Mill Creek (KY),ST,>=25,Coal,0,1,1972,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
1366,Paddys Run,GT,<25,Natural Gas,0,1,1968,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1366,Paddys Run,GT,>=25,Natural Gas,0,1,1968,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1367,Waterside GT,GT,<25,Natural Gas,0,1,1964,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,,,,,,,,
1367,Waterside GT,GT,>=25,Natural Gas,0,1,1964,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,,,,,,,,
1368,Zorn,GT,<25,Natural Gas,0,0,1969,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,,,Natural Gas,,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
1374,Elmer Smith,ST,>=25,Coal,0,0,1964,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
1378,Paradise,ST,>=25,Coal,0,1,1963,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
1381,Kenneth C Coleman,ST,>=25,Coal,0,0,1969,Coal,Coal,Coal,Coal,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,,
1382,HMP&L Station Two Henderson,ST,>=25,Coal,0,0,1973,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
1383,Robert A Reid,GT,>=25,Natural Gas,0,0,1966,Oil,Oil,Oil,Oil,,,,,Oil,Oil,Oil,Oil,,Oil,Oil,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,
1383,Robert A Reid,ST,>=25,Coal,0,0,1966,Coal,Coal,Coal,Coal,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,,
6639,R D Green,ST,>=25,Coal,0,0,1979,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
1385,Dale,ST,<25,Coal,0,0,1954,Coal,Coal,Coal,Coal,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
1385,Dale,ST,>=25,Coal,0,0,1954,Coal,Coal,Coal,Coal,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
1391,Louisiana 1,CC,<25,Natural Gas,0,1,1951,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,
1391,Louisiana 1,CC,>=25,Natural Gas,0,1,1951,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,
1391,Louisiana 1,GT,>=25,Natural Gas,0,1,1951,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1391,Louisiana 1,ST,<25,Natural Gas,0,1,1951,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1391,Louisiana 1,ST,>=25,Natural Gas,0,1,1951,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1392,Louisiana 2,ST,>=25,-,0,1,1950,,,,,,,,,,,,,,,,,,,,,,
10690,ExxonMobil Baton Rouge Turbine Generator,GT,>=25,Natural Gas,0,1,1990,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54518,Formosa Plastics,GT,>=25,Natural Gas,0,1,1985,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54518,Formosa Plastics,ST,<25,Natural Gas,0,1,1985,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
1394,Willow Glen,ST,>=25,Natural Gas,0,0,1960,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
50341,PCS Nitrogen Fertilizer LP,GT,>=25,Natural Gas,0,0,1986,,,,,,,,,Natural Gas,Natural Gas,,,,,,,,,,,,
50341,PCS Nitrogen Fertilizer LP,IC,<25,-,0,0,1986,,,,,,,,,,,,,,,,,,,,,,
50341,PCS Nitrogen Fertilizer LP,ST,<25,-,0,0,1986,,,,,,,,,,,,,,,,,,,,,,
55404,Carville Energy LLC,CC,>=25,Natural Gas,0,0,2003,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1400,Teche,GT,>=25,Natural Gas,0,1,1953,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1400,Teche,ST,<25,Natural Gas,0,1,1953,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1400,Teche,ST,>=25,Natural Gas,0,1,1953,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1435,Franklin (LA),GT,<25,Natural Gas,0,1,1973,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,
1401,Buras,GT,<25,Natural Gas,0,1,1971,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
1402,Little Gypsy,ST,>=25,Natural Gas,0,0,1961,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1403,Nine Mile Point,CC,>=25,Natural Gas,0,1,1951,,,,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas
1403,Nine Mile Point,ST,>=25,Natural Gas,0,1,1951,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1404,Sterlington,CC,>=25,Natural Gas,0,1,1958,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,
1404,Sterlington,ST,>=25,Natural Gas,0,1,1958,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,,,,,,,,
55099,NRG Sterlington Power,GT,<25,Natural Gas,0,1,2000,,,,,,,,,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
55099,NRG Sterlington Power,GT,>=25,Natural Gas,0,1,2000,,,,,,,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
55467,Ouachita,CC,>=25,Natural Gas,0,1,2002,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1407,A B Paterson,GT,<25,Oil,0,1,1950,Oil,Oil,Oil,Oil,Natural Gas,Natural Gas,,,,Natural Gas,Oil,,,,,,,,,,,
1407,A B Paterson,ST,>=25,-,0,1,1950,,,,,,,,,,,,,,,,,,,,,,
1409,Michoud,ST,>=25,Natural Gas,0,1,1957,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
10639,New Orleans,GT,<25,Natural Gas,0,1,1984,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,,,
10639,New Orleans,ST,<25,Natural Gas,0,1,1984,,,,,,,,,Natural Gas,,,,Natural Gas,Natural Gas,,,,,,,,
1416,Arsenal Hill,ST,>=25,Natural Gas,0,1,1960,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
56565,J Lamar Stall Unit,CC,>=25,Natural Gas,0,1,2010,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1417,Lieberman,ST,>=25,Natural Gas,0,1,1947,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
1443,Louis Doc Bonin,ST,>=25,Natural Gas,0,1,1965,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,
1445,Rodemacher,ST,<25,-,0,1,1950,,,,,,,,,,,,,,,,,,,,,,
1445,Rodemacher,ST,>=25,-,0,1,1950,,,,,,,,,,,,,,,,,,,,,,
1447,Minden,IC,<25,Oil,0,1,1955,Natural Gas,Oil,Oil,Oil,,,,,Oil,,Natural Gas,Oil,Oil,,Oil,Oil,,Oil,,,,
1447,Minden,ST,<25,Natural Gas,0,1,1955,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
1449,Morgan City,ST,<25,Natural Gas,0,1,1963,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
1449,Morgan City,ST,>=25,Natural Gas,0,1,1963,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
58478,LEPA Unit No. 1,CC,>=25,-,0,1,2016,,,,,,,,,,,,,,,,,,,,,,
1453,New Roads,IC,<25,Natural Gas,0,1,1951,Natural Gas,Oil,Oil,,,,,,Oil,,Natural Gas,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
6055,Big Cajun 2,ST,>=25,Coal,0,1,1981,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
1455,Plaquemine,ST,<25,Natural Gas,0,1,1971,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
1456,Rayne,IC,<25,Oil,0,1,1969,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,
1466,Bar Harbor,IC,<25,Oil,1,0,1961,Oil,Oil,Oil,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,
1468,Eastport,IC,<25,Oil,1,0,1948,Oil,Oil,Oil,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
1474,Medway,IC,<25,Oil,1,1,1960,Oil,Oil,Oil,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,
1484,Cape Gas Turbine,GT,<25,Oil,1,0,1970,Oil,,Oil,,Oil,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
1507,William F Wyman,ST,>=25,Oil,1,0,1957,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil
1513,Caribou Generation Station,IC,<25,Oil,1,1,1926,Oil,,,,,,,,,,,,,Oil,,,,,,,,
1513,Caribou Generation Station,ST,<25,Oil,1,1,1926,Oil,,,,,,,,,,,,,,,,,,,,,
1514,Flos Inn Diesel,IC,<25,Oil,1,1,1959,Oil,,,,,,,,,,,,,,,,,,,,,
1552,"CP Crane Power, LLC",GT,<25,Oil,1,0,1961,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil
1552,"CP Crane Power, LLC",ST,>=25,Coal,1,0,1961,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
1553,Gould Street,ST,>=25,Natural Gas,1,0,1952,Oil,Oil,Oil,Natural Gas,Natural Gas,Oil,,,Oil,,,,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
1555,Notch Cliff,GT,<25,Natural Gas,1,0,1969,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
